,Id,Loc,Ref,DeliveryDate,Quantity,Received,NetAmount,Supplier,PONumber,Date,Currency,SupplyDelay
184,15343952/New-York,New-York,15343952,2016-05-19,150,150,3429.00009,Logipro,PO-200140,2016-02-16,GBP,93 days 00:00:00.000000000
185,15343952/New-York,New-York,15343952,2001-01-01,160,0,3657.600096,Logipro,PO-200253,2016-04-08,GBP,5576 days 00:00:00.000000000
186,11788268/New-York,New-York,11788268,2015-09-10,12,12,763.800018,SuperSupply,PO-200015,2015-08-25,USD,16 days 00:00:00.000000000
187,11788268/New-York,New-York,11788268,2016-06-17,10,10,636.5000150000001,SuperSupply,PO-200191,2016-04-19,USD,59 days 00:00:00.000000000
188,11788268/New-York,New-York,11788268,2001-01-01,20,0,1273.0000300000002,SuperSupply,PO-200278,2016-08-09,USD,5699 days 00:00:00.000000000
189,10210677/New-York,New-York,10210677,2015-09-10,10,10,636.5000150000001,Drecom,PO-200015,2015-08-25,USD,16 days 00:00:00.000000000
190,10210677/New-York,New-York,10210677,2016-06-17,10,10,636.5000150000001,Drecom,PO-200191,2016-04-19,USD,59 days 00:00:00.000000000
191,10210677/New-York,New-York,10210677,2001-01-01,20,0,1273.0000300000002,Drecom,PO-200278,2016-08-09,USD,5699 days 00:00:00.000000000
192,14693335/New-York,New-York,14693335,2015-05-10,12,12,422.5199892,Drecom,PO-200006,2015-03-08,USD,63 days 00:00:00.000000000
193,14693335/New-York,New-York,14693335,2015-10-29,20,20,704.199982,Drecom,PO-200022,2015-11-09,USD,11 days 00:00:00.000000000
194,14693335/New-York,New-York,14693335,2015-12-31,24,24,845.0399784,Drecom,PO-200034,2015-10-22,USD,70 days 00:00:00.000000000
195,14693335/New-York,New-York,14693335,2016-01-15,20,20,704.199982,Drecom,PO-200048,2015-05-11,USD,249 days 00:00:00.000000000
196,14693335/New-York,New-York,14693335,2016-06-21,32,32,1126.719971,Drecom,PO-200196,2016-04-25,USD,57 days 00:00:00.000000000
197,14693335/New-York,New-York,14693335,2016-11-08,48,48,1690.079957,Drecom,PO-200229,2016-06-17,USD,144 days 00:00:00.000000000
198,14693335/New-York,New-York,14693335,2016-10-28,12,0,422.5199892,Drecom,PO-200248,2016-07-29,USD,91 days 00:00:00.000000000
199,14693335/New-York,New-York,14693335,2001-01-01,12,0,422.5199892,Drecom,PO-200293,2016-04-10,USD,5578 days 00:00:00.000000000
200,14693335/New-York,New-York,14693335,2001-01-01,60,0,2112.5999460000003,Drecom,PO-200296,2016-10-17,USD,5768 days 00:00:00.000000000
201,11711636/New-York,New-York,11711636,2015-05-10,24,24,597.8399952000001,RRD,PO-200010,2015-05-08,USD,2 days 00:00:00.000000000
202,11711636/New-York,New-York,11711636,2015-09-10,24,24,597.8399952000001,RRD,PO-200015,2015-08-25,USD,16 days 00:00:00.000000000
203,11711636/New-York,New-York,11711636,2015-10-26,40,40,996.399992,RRD,PO-200018,2015-01-09,USD,290 days 00:00:00.000000000
204,11711636/New-York,New-York,11711636,2015-10-30,10,10,249.099998,RRD,PO-200019,2015-09-09,USD,51 days 00:00:00.000000000
205,11711636/New-York,New-York,11711636,2015-11-11,24,24,597.8399952000001,RRD,PO-200024,2015-09-22,USD,50 days 00:00:00.000000000
206,11711636/New-York,New-York,11711636,2015-11-18,12,12,298.91999760000004,RRD,PO-200025,2015-09-24,USD,55 days 00:00:00.000000000
207,11711636/New-York,New-York,11711636,2015-12-31,50,50,1245.49999,RRD,PO-200034,2015-10-22,USD,70 days 00:00:00.000000000
208,11711636/New-York,New-York,11711636,2001-01-01,50,0,1245.49999,RRD,PO-EE-BO-Scranton,2015-10-30,USD,5415 days 00:00:00.000000000
209,11711636/New-York,New-York,11711636,2016-01-15,30,30,747.2999940000001,RRD,PO-200048,2015-05-11,USD,249 days 00:00:00.000000000
210,11711636/New-York,New-York,11711636,2016-06-21,16,16,398.5599968,RRD,PO-200196,2016-04-25,USD,57 days 00:00:00.000000000
211,11711636/New-York,New-York,11711636,2016-06-23,72,72,1793.519986,RRD,PO-200198,2016-04-26,USD,58 days 00:00:00.000000000
212,11711636/New-York,New-York,11711636,2016-08-29,24,24,597.8399952000001,RRD,PO-200232,2016-06-30,USD,60 days 00:00:00.000000000
213,11711636/New-York,New-York,11711636,2016-07-10,80,0,1992.799984,RRD,PO-200261,2016-11-08,USD,121 days 00:00:00.000000000
214,11941800/New-York,New-York,11941800,2015-05-10,24,24,597.8399952000001,Drecom,PO-200010,2015-05-08,GBP,2 days 00:00:00.000000000
215,11941800/New-York,New-York,11941800,2015-09-10,24,24,597.8399952000001,Drecom,PO-200015,2015-08-25,GBP,16 days 00:00:00.000000000
216,11941800/New-York,New-York,11941800,2015-10-26,40,40,996.399992,Drecom,PO-200018,2015-01-09,GBP,290 days 00:00:00.000000000
217,11941800/New-York,New-York,11941800,2015-10-30,30,30,747.2999940000001,Drecom,PO-200019,2015-09-09,GBP,51 days 00:00:00.000000000
218,11941800/New-York,New-York,11941800,2015-11-11,24,24,597.8399952000001,Drecom,PO-200024,2015-09-22,GBP,50 days 00:00:00.000000000
219,11941800/New-York,New-York,11941800,2015-11-18,12,12,298.91999760000004,Drecom,PO-200025,2015-09-24,GBP,55 days 00:00:00.000000000
220,11941800/New-York,New-York,11941800,2015-12-31,50,50,1245.49999,Drecom,PO-200034,2015-10-22,GBP,70 days 00:00:00.000000000
221,11941800/New-York,New-York,11941800,2001-01-01,50,0,1245.49999,Drecom,PO-EE-BO-Scranton,2015-10-30,GBP,5415 days 00:00:00.000000000
222,11941800/New-York,New-York,11941800,2016-01-15,30,30,747.2999940000001,Drecom,PO-200048,2015-05-11,GBP,249 days 00:00:00.000000000
223,11941800/New-York,New-York,11941800,2016-06-21,16,16,398.5599968,Drecom,PO-200196,2016-04-25,GBP,57 days 00:00:00.000000000
224,11941800/New-York,New-York,11941800,2016-06-23,72,72,1793.519986,Drecom,PO-200198,2016-04-26,GBP,58 days 00:00:00.000000000
225,11941800/New-York,New-York,11941800,2016-08-29,24,24,597.8399952000001,Drecom,PO-200232,2016-06-30,GBP,60 days 00:00:00.000000000
226,11941800/New-York,New-York,11941800,2016-07-10,80,0,1992.799984,Drecom,PO-200261,2016-11-08,GBP,121 days 00:00:00.000000000
227,11711100/New-York,New-York,11711100,2015-12-31,36,36,502.9200108,Office First,PO-200034,2015-10-22,USD,70 days 00:00:00.000000000
228,11711100/New-York,New-York,11711100,2016-12-04,36,36,502.9200108,Office First,PO-200113,2016-01-20,USD,319 days 00:00:00.000000000
229,11711100/New-York,New-York,11711100,2016-11-08,60,60,838.200018,Office First,PO-200230,2016-06-21,USD,140 days 00:00:00.000000000
230,11711100/New-York,New-York,11711100,2001-01-01,24,0,335.28000719999994,Office First,PO-200278,2016-08-09,USD,5699 days 00:00:00.000000000
231,11711100/New-York,New-York,11711100,2001-01-01,24,0,335.28000719999994,Office First,PO-200280,2016-09-14,USD,5735 days 00:00:00.000000000
232,10595489/New-York,New-York,10595489,2015-05-08,18,18,681.1200036,SuperSupply,102197,2015-05-27,EUR,19 days 00:00:00.000000000
233,10595489/New-York,New-York,10595489,2015-05-10,70,70,2648.800014,SuperSupply,PO-200011,2015-12-08,EUR,212 days 00:00:00.000000000
234,10595489/New-York,New-York,10595489,2015-11-18,30,30,1135.200006,SuperSupply,PO-200025,2015-09-24,EUR,55 days 00:00:00.000000000
235,10595489/New-York,New-York,10595489,2016-12-02,22,22,832.4800044,SuperSupply,PO-200087,2015-12-17,EUR,351 days 00:00:00.000000000
236,10595489/New-York,New-York,10595489,2016-05-04,26,26,983.8400052000001,SuperSupply,PO-200112,2016-01-20,EUR,105 days 00:00:00.000000000
237,10595489/New-York,New-York,10595489,2016-12-04,14,14,529.7600027999999,SuperSupply,PO-200126,2016-01-28,EUR,311 days 00:00:00.000000000
238,10595489/New-York,New-York,10595489,2016-06-17,34,34,1286.560007,SuperSupply,PO-200191,2016-04-19,EUR,59 days 00:00:00.000000000
239,10595489/New-York,New-York,10595489,2016-06-23,60,60,2270.400012,SuperSupply,PO-200198,2016-04-26,EUR,58 days 00:00:00.000000000
240,10595489/New-York,New-York,10595489,2016-11-08,60,60,2270.400012,SuperSupply,PO-200229,2016-06-17,EUR,144 days 00:00:00.000000000
241,10595489/New-York,New-York,10595489,2001-01-01,14,0,529.7600027999999,SuperSupply,PO-200280,2016-09-14,EUR,5735 days 00:00:00.000000000
242,10678449/New-York,New-York,10678449,2015-05-10,10,10,330.600014,SuperSupply,PO-200013,2015-08-18,USD,100 days 00:00:00.000000000
243,10678449/New-York,New-York,10678449,2015-11-18,20,20,661.200028,SuperSupply,PO-200025,2015-09-24,USD,55 days 00:00:00.000000000
244,10678449/New-York,New-York,10678449,2001-01-01,60,0,1983.600084,SuperSupply,PO-EE-BO-Scranton,2015-10-30,USD,5415 days 00:00:00.000000000
245,10678449/New-York,New-York,10678449,2016-12-04,40,40,1322.400056,SuperSupply,PO-200113,2016-01-20,USD,319 days 00:00:00.000000000
246,10678449/New-York,New-York,10678449,2001-01-01,40,0,1322.400056,SuperSupply,PO-200297,2016-10-19,USD,5770 days 00:00:00.000000000
247,10099950/New-York,New-York,10099950,2015-11-18,20,20,661.200028,Logipro,PO-200025,2015-09-24,USD,55 days 00:00:00.000000000
248,10099950/New-York,New-York,10099950,2001-01-01,60,0,1983.600084,Logipro,PO-EE-BO-Scranton,2015-10-30,USD,5415 days 00:00:00.000000000
249,10099950/New-York,New-York,10099950,2016-12-04,40,40,1322.400056,Logipro,PO-200113,2016-01-20,USD,319 days 00:00:00.000000000
250,10099950/New-York,New-York,10099950,2001-01-01,40,0,1322.400056,Logipro,PO-200297,2016-10-19,USD,5770 days 00:00:00.000000000
251,16401974/New-York,New-York,16401974,2015-05-10,16,16,623.8400272000001,Office First,PO-200011,2015-12-08,GBP,212 days 00:00:00.000000000
252,16401974/New-York,New-York,16401974,2015-10-29,6,6,233.9400102,Office First,PO-200023,2015-09-15,GBP,44 days 00:00:00.000000000
253,16401974/New-York,New-York,16401974,2016-01-20,20,20,779.800034,Office First,PO-200051,2015-12-11,GBP,40 days 00:00:00.000000000
254,16401974/New-York,New-York,16401974,2016-01-18,20,20,779.800034,Office First,PO-200059,2015-11-18,GBP,61 days 00:00:00.000000000
255,16401974/New-York,New-York,16401974,2016-09-02,12,12,467.8800204,Office First,PO-200072,2015-03-12,GBP,540 days 00:00:00.000000000
256,16401974/New-York,New-York,16401974,2016-09-06,2,2,77.98000340000002,Office First,PO-200190,2016-04-13,GBP,146 days 00:00:00.000000000
257,16401974/New-York,New-York,16401974,2016-07-26,38,38,1481.620065,Office First,PO-200204,2016-12-05,GBP,132 days 00:00:00.000000000
258,16401974/New-York,New-York,16401974,2001-01-01,12,0,467.8800204,Office First,PO-200278,2016-08-09,GBP,5699 days 00:00:00.000000000
259,16401974/New-York,New-York,16401974,2001-01-01,18,0,701.8200306,Office First,PO-200302,2016-10-26,GBP,5777 days 00:00:00.000000000
260,11914966/New-York,New-York,11914966,2015-05-08,20,20,570.200004,Office First,102197,2015-05-27,USD,19 days 00:00:00.000000000
261,11914966/New-York,New-York,11914966,2015-05-10,40,40,1140.400008,Office First,PO-200009,2015-03-08,USD,63 days 00:00:00.000000000
262,11914966/New-York,New-York,11914966,2015-10-30,40,40,1140.400008,Office First,PO-200019,2015-09-09,USD,51 days 00:00:00.000000000
263,11914966/New-York,New-York,11914966,2015-11-11,40,40,1140.400008,Office First,PO-200024,2015-09-22,USD,50 days 00:00:00.000000000
264,11914966/New-York,New-York,11914966,2016-06-01,20,20,570.200004,Office First,PO-200038,2015-10-29,USD,216 days 00:00:00.000000000
265,11914966/New-York,New-York,11914966,2001-01-01,32,0,912.3200063999999,Office First,PO-EE-BO-Scranton,2015-10-30,USD,5415 days 00:00:00.000000000
266,11914966/New-York,New-York,11914966,2016-02-18,20,20,570.200004,Office First,PO-200083,2015-12-15,USD,65 days 00:00:00.000000000
267,11914966/New-York,New-York,11914966,2016-06-17,50,50,1425.50001,Office First,PO-200191,2016-04-19,USD,59 days 00:00:00.000000000
268,11914966/New-York,New-York,11914966,2016-06-23,30,30,855.300006,Office First,PO-200198,2016-04-26,USD,58 days 00:00:00.000000000
269,14895172/New-York,New-York,14895172,2015-10-29,12,12,349.2000048,Logipro,PO-200023,2015-09-15,GBP,44 days 00:00:00.000000000
270,14895172/New-York,New-York,14895172,2015-12-31,28,28,814.8000112000001,Logipro,PO-200034,2015-10-22,GBP,70 days 00:00:00.000000000
271,14895172/New-York,New-York,14895172,2016-05-26,20,20,582.000008,Logipro,PO-200174,2016-03-29,GBP,58 days 00:00:00.000000000
272,15416092/New-York,New-York,15416092,2015-05-10,28,28,620.1999887999999,RRD,PO-200006,2015-03-08,EUR,63 days 00:00:00.000000000
273,15416092/New-York,New-York,15416092,2015-05-10,24,24,531.5999904,RRD,PO-200010,2015-05-08,EUR,2 days 00:00:00.000000000
274,15416092/New-York,New-York,15416092,2016-01-20,40,40,885.999984,RRD,PO-200051,2015-12-11,EUR,40 days 00:00:00.000000000
275,15416092/New-York,New-York,15416092,2016-05-20,20,20,442.999992,RRD,PO-200096,2016-04-01,EUR,49 days 00:00:00.000000000
276,15416092/New-York,New-York,15416092,2016-07-26,60,60,1328.999976,RRD,PO-200212,2016-05-25,EUR,62 days 00:00:00.000000000
277,15416092/New-York,New-York,15416092,2001-01-01,60,0,1328.999976,RRD,PO-200253,2016-04-08,EUR,5576 days 00:00:00.000000000
278,15416092/New-York,New-York,15416092,2001-01-01,80,0,1771.999968,RRD,PO-200302,2016-10-26,EUR,5777 days 00:00:00.000000000
279,12409642/New-York,New-York,12409642,2015-09-10,20,20,941.200028,Office First,PO-200015,2015-08-25,GBP,16 days 00:00:00.000000000
280,12409642/New-York,New-York,12409642,2015-07-12,60,60,2823.600084,Office First,PO-200030,2015-12-10,GBP,151 days 00:00:00.000000000
281,12409642/New-York,New-York,12409642,2016-06-01,20,20,941.200028,Office First,PO-200038,2015-10-29,GBP,216 days 00:00:00.000000000
282,12409642/New-York,New-York,12409642,2016-09-06,60,60,2823.600084,Office First,PO-200190,2016-04-13,GBP,146 days 00:00:00.000000000
283,12409642/New-York,New-York,12409642,2016-06-17,20,20,941.200028,Office First,PO-200191,2016-04-19,GBP,59 days 00:00:00.000000000
284,12409642/New-York,New-York,12409642,2016-05-08,2,2,94.1200028,Office First,PO-200246,2016-07-28,GBP,81 days 00:00:00.000000000
285,12409642/New-York,New-York,12409642,2001-01-01,60,0,2823.600084,Office First,PO-200273,2016-08-25,GBP,5715 days 00:00:00.000000000
286,12409642/New-York,New-York,12409642,2016-10-27,60,0,2823.600084,Office First,PO-200275,2016-08-31,GBP,57 days 00:00:00.000000000
287,12409642/New-York,New-York,12409642,2001-01-01,12,0,564.7200167999999,Office First,PO-200302,2016-10-26,GBP,5777 days 00:00:00.000000000
288,11906239/New-York,New-York,11906239,2015-05-08,35,35,1096.549997,Drecom,102197,2015-05-27,GBP,19 days 00:00:00.000000000
289,11906239/New-York,New-York,11906239,2015-05-10,100,100,3132.99999,Drecom,PO-200012,2015-08-14,GBP,96 days 00:00:00.000000000
290,11906239/New-York,New-York,11906239,2016-09-02,100,100,3132.99999,Drecom,PO-200072,2015-03-12,GBP,540 days 00:00:00.000000000
291,11906239/New-York,New-York,11906239,2016-05-04,100,100,3132.99999,Drecom,PO-200112,2016-01-20,GBP,105 days 00:00:00.000000000
292,11906239/New-York,New-York,11906239,2016-05-26,100,100,3132.99999,Drecom,PO-200174,2016-03-29,GBP,58 days 00:00:00.000000000
293,11906239/New-York,New-York,11906239,2001-01-01,70,0,2193.099993,Drecom,PO-200289,2016-09-28,GBP,5749 days 00:00:00.000000000
294,11929369/New-York,New-York,11929369,2016-12-04,60,60,531.0000228,Logipro,PO-200113,2016-01-20,GBP,319 days 00:00:00.000000000
295,11635178/New-York,New-York,11635178,2016-05-26,36,36,336.60001370000003,Drecom,PO-200174,2016-03-29,EUR,58 days 00:00:00.000000000
296,13934616/New-York,New-York,13934616,2016-07-06,36,36,336.60001370000003,Drecom,PO-200181,2016-06-04,GBP,32 days 00:00:00.000000000
297,14113811/New-York,New-York,14113811,2015-10-26,18,18,426.9599874,Drecom,PO-200018,2015-01-09,GBP,290 days 00:00:00.000000000
298,14113811/New-York,New-York,14113811,2016-02-18,12,12,284.63999160000003,Drecom,PO-200083,2015-12-15,GBP,65 days 00:00:00.000000000
299,14113811/New-York,New-York,14113811,2016-12-04,24,24,569.2799832000001,Drecom,PO-200113,2016-01-20,GBP,319 days 00:00:00.000000000
300,14113811/New-York,New-York,14113811,2016-10-19,36,0,853.9199748,Drecom,PO-200273,2016-08-25,GBP,55 days 00:00:00.000000000
301,14262733/New-York,New-York,14262733,2015-05-10,24,24,519.3599856000001,Drecom,PO-200013,2015-08-18,GBP,100 days 00:00:00.000000000
302,14262733/New-York,New-York,14262733,2015-10-29,60,60,1298.399964,Drecom,PO-200022,2015-11-09,GBP,11 days 00:00:00.000000000
303,14262733/New-York,New-York,14262733,2015-11-18,36,36,779.0399784,Drecom,PO-200025,2015-09-24,GBP,55 days 00:00:00.000000000
304,14262733/New-York,New-York,14262733,2015-07-12,4,4,86.55999759999999,Drecom,PO-200030,2015-12-10,GBP,151 days 00:00:00.000000000
305,14262733/New-York,New-York,14262733,2016-04-25,48,48,1038.719971,Drecom,PO-200130,2016-08-02,GBP,99 days 00:00:00.000000000
306,14262733/New-York,New-York,14262733,2016-11-08,40,40,865.599976,Drecom,PO-200230,2016-06-21,GBP,140 days 00:00:00.000000000
307,14262733/New-York,New-York,14262733,2016-08-29,40,40,865.599976,Drecom,PO-200232,2016-06-30,GBP,60 days 00:00:00.000000000
308,14262733/New-York,New-York,14262733,2001-01-01,12,0,259.67999280000004,Drecom,PO-200293,2016-04-10,GBP,5578 days 00:00:00.000000000
309,14245992/New-York,New-York,14245992,2015-10-26,12,12,145.5600012,Drecom,PO-200017,2015-08-31,USD,56 days 00:00:00.000000000
310,14245992/New-York,New-York,14245992,2015-10-29,18,18,218.3400018,Drecom,PO-200023,2015-09-15,USD,44 days 00:00:00.000000000
311,14245992/New-York,New-York,14245992,2016-12-04,24,24,291.1200024,Drecom,PO-200126,2016-01-28,USD,311 days 00:00:00.000000000
312,14245992/New-York,New-York,14245992,2016-06-23,18,18,218.3400018,Drecom,PO-200198,2016-04-26,USD,58 days 00:00:00.000000000
313,14245992/New-York,New-York,14245992,2016-01-08,12,12,145.5600012,Drecom,PO-200215,2016-02-06,USD,29 days 00:00:00.000000000
314,14245992/New-York,New-York,14245992,2016-10-27,6,0,72.7800006,Drecom,PO-200275,2016-08-31,USD,57 days 00:00:00.000000000
315,14245992/New-York,New-York,14245992,2001-01-01,12,0,145.5600012,Drecom,PO-200287,2016-09-22,USD,5743 days 00:00:00.000000000
316,12918171/New-York,New-York,12918171,2016-12-04,10,10,48.4000015,Drecom,PO-200104,2016-12-01,EUR,3 days 00:00:00.000000000
317,12401265/New-York,New-York,12401265,2016-12-04,10,10,48.4000015,Drecom,PO-200113,2016-01-20,GBP,319 days 00:00:00.000000000
318,15410849/New-York,New-York,15410849,2015-05-08,16,16,938.2399903999999,RRD,102197,2015-05-27,USD,19 days 00:00:00.000000000
319,15410849/New-York,New-York,15410849,2015-05-10,40,40,2345.599976,RRD,PO-200011,2015-12-08,USD,212 days 00:00:00.000000000
320,15410849/New-York,New-York,15410849,2015-09-10,30,30,1759.199982,RRD,PO-200015,2015-08-25,USD,16 days 00:00:00.000000000
321,15410849/New-York,New-York,15410849,2015-12-31,20,20,1172.799988,RRD,PO-200034,2015-10-22,USD,70 days 00:00:00.000000000
322,15410849/New-York,New-York,15410849,2016-12-02,80,80,4691.199952,RRD,PO-200087,2015-12-17,USD,351 days 00:00:00.000000000
323,15410849/New-York,New-York,15410849,2016-04-29,90,90,5277.599946,RRD,PO-200143,2016-02-18,USD,71 days 00:00:00.000000000
324,15410849/New-York,New-York,15410849,2016-11-08,32,32,1876.479981,RRD,PO-200230,2016-06-21,USD,140 days 00:00:00.000000000
325,15410849/New-York,New-York,15410849,2016-06-09,40,40,2345.599976,RRD,PO-200234,2016-12-07,USD,181 days 00:00:00.000000000
326,15410849/New-York,New-York,15410849,2001-01-01,30,0,1759.199982,RRD,PO-200278,2016-08-09,USD,5699 days 00:00:00.000000000
327,15410849/New-York,New-York,15410849,2001-01-01,60,0,3518.399964,RRD,PO-200287,2016-09-22,USD,5743 days 00:00:00.000000000
328,15410849/New-York,New-York,15410849,2001-01-01,40,0,2345.599976,RRD,PO-200289,2016-09-28,USD,5749 days 00:00:00.000000000
329,15410849/New-York,New-York,15410849,2001-01-01,40,0,2345.599976,RRD,PO-200297,2016-10-19,USD,5770 days 00:00:00.000000000
330,16239251/New-York,New-York,16239251,2015-05-10,54,54,1237.139989,Drecom,PO-200013,2015-08-18,GBP,100 days 00:00:00.000000000
331,16239251/New-York,New-York,16239251,2016-12-02,10,10,229.099998,Drecom,PO-200087,2015-12-17,GBP,351 days 00:00:00.000000000
332,16239251/New-York,New-York,16239251,2016-02-15,30,30,687.2999940000001,Drecom,PO-200090,2015-12-21,GBP,56 days 00:00:00.000000000
333,16239251/New-York,New-York,16239251,2016-06-09,60,60,1374.5999880000002,Drecom,PO-200234,2016-12-07,GBP,181 days 00:00:00.000000000
334,16239251/New-York,New-York,16239251,2001-01-01,40,0,916.399992,Drecom,PO-200302,2016-10-26,GBP,5777 days 00:00:00.000000000
335,13498766/New-York,New-York,13498766,2015-05-08,36,36,666.0,Logipro,102197,2015-05-27,EUR,19 days 00:00:00.000000000
336,13498766/New-York,New-York,13498766,2015-05-10,50,50,925.0,Logipro,PO-200006,2015-03-08,EUR,63 days 00:00:00.000000000
337,13498766/New-York,New-York,13498766,2015-10-30,60,60,1110.0,Logipro,PO-200019,2015-09-09,EUR,51 days 00:00:00.000000000
338,13498766/New-York,New-York,13498766,2015-10-29,60,60,1110.0,Logipro,PO-200023,2015-09-15,EUR,44 days 00:00:00.000000000
339,13498766/New-York,New-York,13498766,2015-12-31,80,80,1480.0,Logipro,PO-200034,2015-10-22,EUR,70 days 00:00:00.000000000
340,13498766/New-York,New-York,13498766,2016-01-20,40,40,740.0,Logipro,PO-200051,2015-12-11,EUR,40 days 00:00:00.000000000
341,13498766/New-York,New-York,13498766,2016-01-18,40,40,740.0,Logipro,PO-200059,2015-11-18,EUR,61 days 00:00:00.000000000
342,13498766/New-York,New-York,13498766,2016-02-18,80,80,1480.0,Logipro,PO-200083,2015-12-15,EUR,65 days 00:00:00.000000000
343,13498766/New-York,New-York,13498766,2016-05-04,160,160,2960.0,Logipro,PO-200112,2016-01-20,EUR,105 days 00:00:00.000000000
344,13498766/New-York,New-York,13498766,2016-06-17,40,40,740.0,Logipro,PO-200191,2016-04-19,EUR,59 days 00:00:00.000000000
345,13498766/New-York,New-York,13498766,2016-06-21,60,60,1110.0,Logipro,PO-200196,2016-04-25,EUR,57 days 00:00:00.000000000
346,13498766/New-York,New-York,13498766,2016-11-08,80,80,1480.0,Logipro,PO-200229,2016-06-17,EUR,144 days 00:00:00.000000000
347,13498766/New-York,New-York,13498766,2016-10-19,60,0,1110.0,Logipro,PO-200273,2016-08-25,EUR,55 days 00:00:00.000000000
348,13498766/New-York,New-York,13498766,2001-01-01,24,0,444.0,Logipro,PO-200293,2016-04-10,EUR,5578 days 00:00:00.000000000
349,13498766/New-York,New-York,13498766,2001-01-01,100,0,1850.0,Logipro,PO-200296,2016-10-17,EUR,5768 days 00:00:00.000000000
350,10592438/New-York,New-York,10592438,2015-05-10,40,40,137.6000024,Logipro,PO-200006,2015-03-08,EUR,63 days 00:00:00.000000000
351,10592438/New-York,New-York,10592438,2016-12-02,20,20,68.8000012,Logipro,PO-200087,2015-12-17,EUR,351 days 00:00:00.000000000
352,10592438/New-York,New-York,10592438,2016-11-08,20,20,68.8000012,Logipro,PO-200230,2016-06-21,EUR,140 days 00:00:00.000000000
353,10592438/New-York,New-York,10592438,2001-01-01,20,0,68.8000012,Logipro,PO-200293,2016-04-10,EUR,5578 days 00:00:00.000000000
354,16089695/New-York,New-York,16089695,2015-05-10,40,40,137.6000024,Logipro,PO-200006,2015-03-08,GBP,63 days 00:00:00.000000000
355,16089695/New-York,New-York,16089695,2016-12-02,20,20,68.8000012,Logipro,PO-200087,2015-12-17,GBP,351 days 00:00:00.000000000
356,16089695/New-York,New-York,16089695,2016-11-08,20,20,68.8000012,Logipro,PO-200230,2016-06-21,GBP,140 days 00:00:00.000000000
357,16089695/New-York,New-York,16089695,2001-01-01,20,0,68.8000012,Logipro,PO-200293,2016-04-10,GBP,5578 days 00:00:00.000000000
358,15880950/New-York,New-York,15880950,2015-05-10,28,28,754.6000224,RRD,PO-200010,2015-05-08,EUR,2 days 00:00:00.000000000
359,15880950/New-York,New-York,15880950,2015-05-10,28,28,754.6000224,RRD,PO-200011,2015-12-08,EUR,212 days 00:00:00.000000000
360,15880950/New-York,New-York,15880950,2015-09-10,40,40,1078.000032,RRD,PO-200015,2015-08-25,EUR,16 days 00:00:00.000000000
361,15880950/New-York,New-York,15880950,2015-11-11,24,24,646.8000192000001,RRD,PO-200024,2015-09-22,EUR,50 days 00:00:00.000000000
362,15880950/New-York,New-York,15880950,2016-01-15,20,20,539.000016,RRD,PO-200048,2015-05-11,EUR,249 days 00:00:00.000000000
363,15880950/New-York,New-York,15880950,2016-12-02,56,56,1509.2000449999998,RRD,PO-200087,2015-12-17,EUR,351 days 00:00:00.000000000
364,15880950/New-York,New-York,15880950,2016-05-04,24,24,646.8000192000001,RRD,PO-200112,2016-01-20,EUR,105 days 00:00:00.000000000
365,15880950/New-York,New-York,15880950,2016-04-25,24,24,646.8000192000001,RRD,PO-200130,2016-08-02,EUR,99 days 00:00:00.000000000
366,15880950/New-York,New-York,15880950,2016-07-06,20,20,539.000016,RRD,PO-200181,2016-06-04,EUR,32 days 00:00:00.000000000
367,15880950/New-York,New-York,15880950,2016-11-08,20,20,539.000016,RRD,PO-200230,2016-06-21,EUR,140 days 00:00:00.000000000
368,15880950/New-York,New-York,15880950,2016-10-27,20,0,539.000016,RRD,PO-200275,2016-08-31,EUR,57 days 00:00:00.000000000
369,15880950/New-York,New-York,15880950,2001-01-01,20,0,539.000016,RRD,PO-200278,2016-08-09,EUR,5699 days 00:00:00.000000000
370,15880950/New-York,New-York,15880950,2001-01-01,48,0,1293.600038,RRD,PO-200287,2016-09-22,EUR,5743 days 00:00:00.000000000
371,15880950/New-York,New-York,15880950,2001-01-01,28,0,754.6000224,RRD,PO-200289,2016-09-28,EUR,5749 days 00:00:00.000000000
372,14548487/New-York,New-York,14548487,2015-05-10,36,36,970.2000287999999,Drecom,PO-200010,2015-05-08,EUR,2 days 00:00:00.000000000
373,14548487/New-York,New-York,14548487,2015-05-10,28,28,754.6000224,Drecom,PO-200011,2015-12-08,EUR,212 days 00:00:00.000000000
374,14548487/New-York,New-York,14548487,2015-09-10,40,40,1078.000032,Drecom,PO-200015,2015-08-25,EUR,16 days 00:00:00.000000000
375,14548487/New-York,New-York,14548487,2015-11-11,24,24,646.8000192000001,Drecom,PO-200024,2015-09-22,EUR,50 days 00:00:00.000000000
376,14548487/New-York,New-York,14548487,2016-01-15,20,20,539.000016,Drecom,PO-200048,2015-05-11,EUR,249 days 00:00:00.000000000
377,14548487/New-York,New-York,14548487,2016-12-02,60,60,1617.000048,Drecom,PO-200087,2015-12-17,EUR,351 days 00:00:00.000000000
378,14548487/New-York,New-York,14548487,2016-05-20,20,20,539.000016,Drecom,PO-200096,2016-04-01,EUR,49 days 00:00:00.000000000
379,14548487/New-York,New-York,14548487,2016-04-25,24,24,646.8000192000001,Drecom,PO-200130,2016-08-02,EUR,99 days 00:00:00.000000000
