,Id,Loc,Ref,DeliveryDate,Quantity,Received,NetAmount,Supplier,PONumber,Date,Currency,LeadTime,AvgLT,sigmaLT,DailyUsage,Demand,Davg,sigmaD,Reorder Point
165,10678449/New-York,New-York,10678449,2015-05-10,10,10,330.600014,SuperSupply,PO-200013,2015-08-18,USD,100,1988,2750,2,200,3976.666666666666,5501,30726
166,10678449/New-York,New-York,10678449,2015-11-18,20,20,661.200028,SuperSupply,PO-200025,2015-09-24,USD,55,1988,2750,2,110,3976.666666666666,5501,30636
167,10678449/New-York,New-York,10678449,2001-01-01,60,0,1983.600084,SuperSupply,PO-EE-BO-Scranton,2015-10-30,USD,5415,1988,2750,2,10830,3976.666666666666,5501,41356
168,10678449/New-York,New-York,10678449,2016-12-04,40,40,1322.400056,SuperSupply,PO-200113,2016-01-20,USD,319,1988,2750,2,638,3976.666666666666,5501,31164
169,10678449/New-York,New-York,10678449,2001-01-01,40,0,1322.400056,SuperSupply,PO-200297,2016-10-19,USD,5770,1988,2750,2,11540,3976.666666666666,5501,42066
170,10678449/Chicago,Chicago,10678449,2016-05-02,10,10,330.600014,SuperSupply,PO-200091,2015-12-22,USD,132,1988,2750,2,264,3976.666666666666,5501,30790
171,10678449/Chicago,Chicago,10678449,2016-11-05,20,20,661.200028,SuperSupply,PO-200172,2016-03-24,USD,226,1988,2750,2,452,3976.666666666666,5501,30978
172,10678449/Chicago,Chicago,10678449,2001-01-01,24,0,793.4400336,SuperSupply,PO-200298,2016-10-20,USD,5771,1988,2750,2,11542,3976.666666666666,5501,42068
173,10099950/Los Angeles,Los Angeles,10099950,2016-12-09,20,0,661.200028,Logipro,PO-200236,2016-07-13,USD,149,2213,2851,2,298,4426.75,5702,45130
174,10099950/New-York,New-York,10099950,2015-11-18,20,20,661.200028,Logipro,PO-200025,2015-09-24,USD,55,2213,2851,2,110,4426.75,5702,44942
175,10099950/New-York,New-York,10099950,2001-01-01,60,0,1983.600084,Logipro,PO-EE-BO-Scranton,2015-10-30,USD,5415,2213,2851,2,10830,4426.75,5702,55662
176,10099950/New-York,New-York,10099950,2016-12-04,40,40,1322.400056,Logipro,PO-200113,2016-01-20,USD,319,2213,2851,2,638,4426.75,5702,45470
177,10099950/New-York,New-York,10099950,2001-01-01,40,0,1322.400056,Logipro,PO-200297,2016-10-19,USD,5770,2213,2851,2,11540,4426.75,5702,56372
178,10099950/Chicago,Chicago,10099950,2016-11-03,10,10,330.600014,Logipro,PO-200100,2016-11-01,USD,2,2213,2851,2,4,4426.75,5702,44836
179,10099950/Chicago,Chicago,10099950,2016-11-05,20,20,661.200028,Logipro,PO-200172,2016-03-24,USD,226,2213,2851,2,452,4426.75,5702,45284
180,10099950/Chicago,Chicago,10099950,2001-01-01,20,0,661.200028,Logipro,PO-200298,2016-10-20,USD,5771,2213,2851,2,11542,4426.75,5702,56374
181,16401974/Los Angeles,Los Angeles,16401974,2016-06-21,10,10,389.900017,Office First,PO-200069,2015-11-25,GBP,209,933,2040,2,418,1866.142857142857,4080,39248
182,16401974/New-York,New-York,16401974,2015-05-10,16,16,623.8400272000001,Office First,PO-200011,2015-12-08,GBP,212,933,2040,2,424,1866.142857142857,4080,39254
183,16401974/New-York,New-York,16401974,2015-10-29,6,6,233.9400102,Office First,PO-200023,2015-09-15,GBP,44,933,2040,2,88,1866.142857142857,4080,38918
184,16401974/New-York,New-York,16401974,2016-01-20,20,20,779.800034,Office First,PO-200051,2015-12-11,GBP,40,933,2040,2,80,1866.142857142857,4080,38910
185,16401974/New-York,New-York,16401974,2016-01-18,20,20,779.800034,Office First,PO-200059,2015-11-18,GBP,61,933,2040,2,122,1866.142857142857,4080,38952
186,16401974/New-York,New-York,16401974,2016-09-02,12,12,467.8800204,Office First,PO-200072,2015-03-12,GBP,540,933,2040,2,1080,1866.142857142857,4080,39910
187,16401974/New-York,New-York,16401974,2016-09-06,2,2,77.98000340000002,Office First,PO-200190,2016-04-13,GBP,146,933,2040,2,292,1866.142857142857,4080,39122
188,16401974/New-York,New-York,16401974,2016-07-26,38,38,1481.620065,Office First,PO-200204,2016-12-05,GBP,132,933,2040,2,264,1866.142857142857,4080,39094
189,16401974/New-York,New-York,16401974,2001-01-01,12,0,467.8800204,Office First,PO-200278,2016-08-09,GBP,5699,933,2040,2,11398,1866.142857142857,4080,50228
190,16401974/New-York,New-York,16401974,2001-01-01,18,0,701.8200306,Office First,PO-200302,2016-10-26,GBP,5777,933,2040,2,11554,1866.142857142857,4080,50384
191,16401974/Chicago,Chicago,16401974,2015-12-31,10,10,389.900017,Office First,PO-200052,2015-12-11,GBP,20,933,2040,2,40,1866.142857142857,4080,38870
192,16401974/Chicago,Chicago,16401974,2016-04-04,4,4,155.96000680000003,Office First,PO-200125,2016-01-28,GBP,67,933,2040,2,134,1866.142857142857,4080,38964
193,16401974/Chicago,Chicago,16401974,2016-05-19,14,14,545.8600238,Office First,PO-200176,2016-03-30,GBP,50,933,2040,2,100,1866.142857142857,4080,38930
194,16401974/Chicago,Chicago,16401974,2016-03-08,12,12,467.8800204,Office First,PO-200206,2016-05-13,GBP,66,933,2040,2,132,1866.142857142857,4080,38962
195,11914966/Los Angeles,Los Angeles,11914966,2015-05-08,20,20,570.200004,Office First,102196,2015-05-27,USD,19,629,1638,2,38,1258.4,3277,32719
196,11914966/Los Angeles,Los Angeles,11914966,2001-01-01,20,0,570.200004,Office First,PO-EE-BO-Atlanta,2015-10-30,USD,5415,629,1638,2,10830,1258.4,3277,43511
197,11914966/Los Angeles,Los Angeles,11914966,2016-06-21,20,20,570.200004,Office First,PO-200069,2015-11-25,USD,209,629,1638,2,418,1258.4,3277,33099
198,11914966/Los Angeles,Los Angeles,11914966,2016-12-09,20,0,570.200004,Office First,PO-200236,2016-07-13,USD,149,629,1638,2,298,1258.4,3277,32979
199,11914966/New-York,New-York,11914966,2015-05-08,20,20,570.200004,Office First,102197,2015-05-27,USD,19,629,1638,2,38,1258.4,3277,32719
200,11914966/New-York,New-York,11914966,2015-05-10,40,40,1140.400008,Office First,PO-200009,2015-03-08,USD,63,629,1638,2,126,1258.4,3277,32807
201,11914966/New-York,New-York,11914966,2015-10-30,40,40,1140.400008,Office First,PO-200019,2015-09-09,USD,51,629,1638,2,102,1258.4,3277,32783
202,11914966/New-York,New-York,11914966,2015-11-11,40,40,1140.400008,Office First,PO-200024,2015-09-22,USD,50,629,1638,2,100,1258.4,3277,32781
203,11914966/New-York,New-York,11914966,2016-06-01,20,20,570.200004,Office First,PO-200038,2015-10-29,USD,216,629,1638,2,432,1258.4,3277,33113
204,11914966/New-York,New-York,11914966,2001-01-01,32,0,912.3200063999999,Office First,PO-EE-BO-Scranton,2015-10-30,USD,5415,629,1638,2,10830,1258.4,3277,43511
205,11914966/New-York,New-York,11914966,2016-02-18,20,20,570.200004,Office First,PO-200083,2015-12-15,USD,65,629,1638,2,130,1258.4,3277,32811
206,11914966/New-York,New-York,11914966,2016-06-17,50,50,1425.50001,Office First,PO-200191,2016-04-19,USD,59,629,1638,2,118,1258.4,3277,32799
207,11914966/New-York,New-York,11914966,2016-06-23,30,30,855.300006,Office First,PO-200198,2016-04-26,USD,58,629,1638,2,116,1258.4,3277,32797
208,11914966/Chicago,Chicago,11914966,2015-05-08,20,20,570.200004,Office First,102195,2015-05-27,USD,19,629,1638,2,38,1258.4,3277,32719
209,11914966/Chicago,Chicago,11914966,2015-12-22,14,14,399.1400028,Office First,PO-200044,2015-10-30,USD,53,629,1638,2,106,1258.4,3277,32787
210,11914966/Chicago,Chicago,11914966,2015-12-31,6,6,171.0600012,Office First,PO-200052,2015-12-11,USD,20,629,1638,2,40,1258.4,3277,32721
211,11914966/Chicago,Chicago,11914966,2016-01-18,30,30,855.300006,Office First,PO-200074,2015-03-12,USD,312,629,1638,2,624,1258.4,3277,33305
212,11914966/Chicago,Chicago,11914966,2016-11-05,60,60,1710.600012,Office First,PO-200172,2016-03-24,USD,226,629,1638,2,452,1258.4,3277,33133
213,11914966/Chicago,Chicago,11914966,2016-07-26,12,12,342.1200024,Office First,PO-200200,2016-03-05,USD,143,629,1638,2,286,1258.4,3277,32967
214,11914966/Chicago,Chicago,11914966,2016-07-29,40,40,1140.400008,Office First,PO-200217,2016-07-06,USD,23,629,1638,2,46,1258.4,3277,32727
215,14895172/Los Angeles,Los Angeles,14895172,2016-06-21,16,16,465.6000063999999,Logipro,PO-200069,2015-11-25,GBP,209,114,93,2,418,229.0,186,21715
216,14895172/New-York,New-York,14895172,2015-10-29,12,12,349.2000048,Logipro,PO-200023,2015-09-15,GBP,44,114,93,2,88,229.0,186,21385
217,14895172/New-York,New-York,14895172,2015-12-31,28,28,814.8000112000003,Logipro,PO-200034,2015-10-22,GBP,70,114,93,2,140,229.0,186,21437
218,14895172/New-York,New-York,14895172,2016-05-26,20,20,582.000008,Logipro,PO-200174,2016-03-29,GBP,58,114,93,2,116,229.0,186,21413
219,14895172/Chicago,Chicago,14895172,2016-08-01,10,10,291.000004,Logipro,PO-200062,2015-11-19,GBP,256,114,93,2,512,229.0,186,21809
220,14895172/Chicago,Chicago,14895172,2016-05-19,20,20,582.000008,Logipro,PO-200176,2016-03-30,GBP,50,114,93,2,100,229.0,186,21397
221,15416092/Los Angeles,Los Angeles,15416092,2001-01-01,24,0,531.5999904,RRD,PO-200267,2016-08-18,EUR,5708,2103,2858,2,11416,4206.363636363636,5717,56362
222,15416092/New-York,New-York,15416092,2015-05-10,28,28,620.1999887999998,RRD,PO-200006,2015-03-08,EUR,63,2103,2858,2,126,4206.363636363636,5717,45072
223,15416092/New-York,New-York,15416092,2015-05-10,24,24,531.5999904,RRD,PO-200010,2015-05-08,EUR,2,2103,2858,2,4,4206.363636363636,5717,44950
224,15416092/New-York,New-York,15416092,2016-01-20,40,40,885.999984,RRD,PO-200051,2015-12-11,EUR,40,2103,2858,2,80,4206.363636363636,5717,45026
225,15416092/New-York,New-York,15416092,2016-05-20,20,20,442.999992,RRD,PO-200096,2016-04-01,EUR,49,2103,2858,2,98,4206.363636363636,5717,45044
226,15416092/New-York,New-York,15416092,2016-07-26,60,60,1328.999976,RRD,PO-200212,2016-05-25,EUR,62,2103,2858,2,124,4206.363636363636,5717,45070
227,15416092/New-York,New-York,15416092,2001-01-01,60,0,1328.999976,RRD,PO-200253,2016-04-08,EUR,5576,2103,2858,2,11152,4206.363636363636,5717,56098
228,15416092/New-York,New-York,15416092,2001-01-01,80,0,1771.999968,RRD,PO-200302,2016-10-26,EUR,5777,2103,2858,2,11554,4206.363636363636,5717,56500
229,15416092/Chicago,Chicago,15416092,2015-12-31,20,20,442.999992,RRD,PO-200052,2015-12-11,EUR,20,2103,2858,2,40,4206.363636363636,5717,44986
230,15416092/Chicago,Chicago,15416092,2016-04-04,20,20,442.999992,RRD,PO-200125,2016-01-28,EUR,67,2103,2858,2,134,4206.363636363636,5717,45080
231,15416092/Chicago,Chicago,15416092,2001-01-01,44,0,974.5999823999999,RRD,PO-200298,2016-10-20,EUR,5771,2103,2858,2,11542,4206.363636363636,5717,56488
232,12409642/Los Angeles,Los Angeles,12409642,2016-04-10,24,0,1129.440034,Office First,PO-200244,2016-07-26,GBP,107,1968,2740,2,214,3937.333333333334,5481,45641
233,12409642/Los Angeles,Los Angeles,12409642,2001-01-01,4,0,188.2400056,Office First,PO-200257,2016-04-08,GBP,5576,1968,2740,2,11152,3937.333333333334,5481,56579
234,12409642/Los Angeles,Los Angeles,12409642,2001-01-01,40,0,1882.400056,Office First,PO-200277,2016-08-31,GBP,5721,1968,2740,2,11442,3937.333333333334,5481,56869
235,12409642/New-York,New-York,12409642,2015-09-10,20,20,941.200028,Office First,PO-200015,2015-08-25,GBP,16,1968,2740,2,32,3937.333333333334,5481,45459
236,12409642/New-York,New-York,12409642,2015-07-12,60,60,2823.600084,Office First,PO-200030,2015-12-10,GBP,151,1968,2740,2,302,3937.333333333334,5481,45729
237,12409642/New-York,New-York,12409642,2016-06-01,20,20,941.200028,Office First,PO-200038,2015-10-29,GBP,216,1968,2740,2,432,3937.333333333334,5481,45859
238,12409642/New-York,New-York,12409642,2016-09-06,60,60,2823.600084,Office First,PO-200190,2016-04-13,GBP,146,1968,2740,2,292,3937.333333333334,5481,45719
239,12409642/New-York,New-York,12409642,2016-06-17,20,20,941.200028,Office First,PO-200191,2016-04-19,GBP,59,1968,2740,2,118,3937.333333333334,5481,45545
240,12409642/New-York,New-York,12409642,2016-05-08,2,2,94.1200028,Office First,PO-200246,2016-07-28,GBP,81,1968,2740,2,162,3937.333333333334,5481,45589
241,12409642/New-York,New-York,12409642,2001-01-01,60,0,2823.600084,Office First,PO-200273,2016-08-25,GBP,5715,1968,2740,2,11430,3937.333333333334,5481,56857
242,12409642/New-York,New-York,12409642,2016-10-27,60,0,2823.600084,Office First,PO-200275,2016-08-31,GBP,57,1968,2740,2,114,3937.333333333334,5481,45541
243,12409642/New-York,New-York,12409642,2001-01-01,12,0,564.7200167999998,Office First,PO-200302,2016-10-26,GBP,5777,1968,2740,2,11554,3937.333333333334,5481,56981
244,12409642/Chicago,Chicago,12409642,2015-12-22,20,20,941.200028,Office First,PO-200044,2015-10-30,GBP,53,1968,2740,2,106,3937.333333333334,5481,45533
245,12409642/Chicago,Chicago,12409642,2016-07-06,80,80,3764.800112,Office First,PO-200189,2016-04-13,GBP,84,1968,2740,2,168,3937.333333333334,5481,45595
246,12409642/Chicago,Chicago,12409642,2001-01-01,34,0,1600.040048,Office First,PO-200298,2016-10-20,GBP,5771,1968,2740,2,11542,3937.333333333334,5481,56969
247,11906239/Los Angeles,Los Angeles,11906239,2015-05-08,35,35,1096.549997,Drecom,102196,2015-05-27,GBP,19,1049,2160,2,38,2099.0,4321,3625
248,11906239/Los Angeles,Los Angeles,11906239,2016-06-14,100,100,3132.99999,Drecom,PO-200099,2016-07-01,GBP,17,1049,2160,2,34,2099.0,4321,3621
249,11906239/Los Angeles,Los Angeles,11906239,2001-01-01,30,0,939.8999970000001,Drecom,PO-200292,2016-04-10,GBP,5578,1049,2160,2,11156,2099.0,4321,14743
250,11906239/New-York,New-York,11906239,2015-05-08,35,35,1096.549997,Drecom,102197,2015-05-27,GBP,19,1049,2160,2,38,2099.0,4321,3625
251,11906239/New-York,New-York,11906239,2015-05-10,100,100,3132.99999,Drecom,PO-200012,2015-08-14,GBP,96,1049,2160,2,192,2099.0,4321,3779
252,11906239/New-York,New-York,11906239,2016-09-02,100,100,3132.99999,Drecom,PO-200072,2015-03-12,GBP,540,1049,2160,2,1080,2099.0,4321,4667
253,11906239/New-York,New-York,11906239,2016-05-04,100,100,3132.99999,Drecom,PO-200112,2016-01-20,GBP,105,1049,2160,2,210,2099.0,4321,3797
254,11906239/New-York,New-York,11906239,2016-05-26,100,100,3132.99999,Drecom,PO-200174,2016-03-29,GBP,58,1049,2160,2,116,2099.0,4321,3703
255,11906239/New-York,New-York,11906239,2001-01-01,70,0,2193.099993,Drecom,PO-200289,2016-09-28,GBP,5749,1049,2160,2,11498,2099.0,4321,15085
256,11906239/Chicago,Chicago,11906239,2015-05-08,35,35,1096.549997,Drecom,102195,2015-05-27,GBP,19,1049,2160,2,38,2099.0,4321,3625
257,11906239/Chicago,Chicago,11906239,2016-01-18,100,100,3132.99999,Drecom,PO-200074,2015-03-12,GBP,312,1049,2160,2,624,2099.0,4321,4211
258,11906239/Chicago,Chicago,11906239,2016-06-05,100,100,3132.99999,Drecom,PO-200160,2016-03-15,GBP,82,1049,2160,2,164,2099.0,4321,3751
259,11929369/Los Angeles,Los Angeles,11929369,2001-01-01,2,0,17.70000076,Logipro,PO-200271,2016-08-24,GBP,5714,2115,3116,2,11428,4230.0,6233,44820
260,11929369/New-York,New-York,11929369,2016-12-04,60,60,531.0000228,Logipro,PO-200113,2016-01-20,GBP,319,2115,3116,2,638,4230.0,6233,34030
261,11929369/Chicago,Chicago,11929369,2016-01-18,90,90,796.5000342000003,Logipro,PO-200074,2015-03-12,GBP,312,2115,3116,2,624,4230.0,6233,34016
262,14262733/Los Angeles,Los Angeles,14262733,2001-01-01,28,0,605.9199832,Drecom,PO-EE-BO-Atlanta,2015-10-30,GBP,5415,1382,2400,2,10830,2764.3076923076924,4800,30598
263,14262733/Los Angeles,Los Angeles,14262733,2016-06-21,20,20,432.799988,Drecom,PO-200069,2015-11-25,GBP,209,1382,2400,2,418,2764.3076923076924,4800,20186
264,14262733/New-York,New-York,14262733,2015-05-10,24,24,519.3599856000002,Drecom,PO-200013,2015-08-18,GBP,100,1382,2400,2,200,2764.3076923076924,4800,19968
265,14262733/New-York,New-York,14262733,2015-10-29,60,60,1298.399964,Drecom,PO-200022,2015-11-09,GBP,11,1382,2400,2,22,2764.3076923076924,4800,19790
266,14262733/New-York,New-York,14262733,2015-11-18,36,36,779.0399784,Drecom,PO-200025,2015-09-24,GBP,55,1382,2400,2,110,2764.3076923076924,4800,19878
267,14262733/New-York,New-York,14262733,2015-07-12,4,4,86.55999759999996,Drecom,PO-200030,2015-12-10,GBP,151,1382,2400,2,302,2764.3076923076924,4800,20070
268,14262733/New-York,New-York,14262733,2016-04-25,48,48,1038.719971,Drecom,PO-200130,2016-08-02,GBP,99,1382,2400,2,198,2764.3076923076924,4800,19966
269,14262733/New-York,New-York,14262733,2016-11-08,40,40,865.599976,Drecom,PO-200230,2016-06-21,GBP,140,1382,2400,2,280,2764.3076923076924,4800,20048
270,14262733/New-York,New-York,14262733,2016-08-29,40,40,865.599976,Drecom,PO-200232,2016-06-30,GBP,60,1382,2400,2,120,2764.3076923076924,4800,19888
271,14262733/New-York,New-York,14262733,2001-01-01,12,0,259.67999280000004,Drecom,PO-200293,2016-04-10,GBP,5578,1382,2400,2,11156,2764.3076923076924,4800,30924
272,14262733/Chicago,Chicago,14262733,2016-01-18,20,20,432.799988,Drecom,PO-200074,2015-03-12,GBP,312,1382,2400,2,624,2764.3076923076924,4800,20392
273,14262733/Chicago,Chicago,14262733,2016-04-04,32,32,692.4799807999997,Drecom,PO-200125,2016-01-28,GBP,67,1382,2400,2,134,2764.3076923076924,4800,19902
274,14262733/Chicago,Chicago,14262733,2001-01-01,12,0,259.67999280000004,Drecom,PO-200298,2016-10-20,GBP,5771,1382,2400,2,11542,2764.3076923076924,4800,31310
275,12918171/Los Angeles,Los Angeles,12918171,2001-01-01,2,0,9.680000300000001,Drecom,PO-200257,2016-04-08,EUR,5576,1860,3217,2,11152,3720.666666666666,6435,44056
276,12918171/New-York,New-York,12918171,2016-12-04,10,10,48.4000015,Drecom,PO-200104,2016-12-01,EUR,3,1860,3217,2,6,3720.666666666666,6435,32910
277,12918171/Chicago,Chicago,12918171,2016-11-03,10,10,48.4000015,Drecom,PO-200100,2016-11-01,EUR,2,1860,3217,2,4,3720.666666666666,6435,32908
278,15410849/Los Angeles,Los Angeles,15410849,2015-05-08,16,16,938.2399903999999,RRD,102196,2015-05-27,USD,19,1746,2607,2,38,3493.5,5215,34281
279,15410849/Los Angeles,Los Angeles,15410849,2016-06-14,20,20,1172.799988,RRD,PO-200099,2016-07-01,USD,17,1746,2607,2,34,3493.5,5215,34277
280,15410849/Los Angeles,Los Angeles,15410849,2016-12-09,40,0,2345.599976,RRD,PO-200236,2016-07-13,USD,149,1746,2607,2,298,3493.5,5215,34541
281,15410849/Los Angeles,Los Angeles,15410849,2001-01-01,22,0,1290.0799869999996,RRD,PO-200292,2016-04-10,USD,5578,1746,2607,2,11156,3493.5,5215,45399
282,15410849/New-York,New-York,15410849,2015-05-08,16,16,938.2399903999999,RRD,102197,2015-05-27,USD,19,1746,2607,2,38,3493.5,5215,34281
283,15410849/New-York,New-York,15410849,2015-05-10,40,40,2345.599976,RRD,PO-200011,2015-12-08,USD,212,1746,2607,2,424,3493.5,5215,34667
284,15410849/New-York,New-York,15410849,2015-09-10,30,30,1759.199982,RRD,PO-200015,2015-08-25,USD,16,1746,2607,2,32,3493.5,5215,34275
285,15410849/New-York,New-York,15410849,2015-12-31,20,20,1172.799988,RRD,PO-200034,2015-10-22,USD,70,1746,2607,2,140,3493.5,5215,34383
286,15410849/New-York,New-York,15410849,2016-12-02,80,80,4691.199952,RRD,PO-200087,2015-12-17,USD,351,1746,2607,2,702,3493.5,5215,34945
287,15410849/New-York,New-York,15410849,2016-04-29,90,90,5277.599946,RRD,PO-200143,2016-02-18,USD,71,1746,2607,2,142,3493.5,5215,34385
288,15410849/New-York,New-York,15410849,2016-11-08,32,32,1876.479981,RRD,PO-200230,2016-06-21,USD,140,1746,2607,2,280,3493.5,5215,34523
289,15410849/New-York,New-York,15410849,2016-06-09,40,40,2345.599976,RRD,PO-200234,2016-12-07,USD,181,1746,2607,2,362,3493.5,5215,34605
290,15410849/New-York,New-York,15410849,2001-01-01,30,0,1759.199982,RRD,PO-200278,2016-08-09,USD,5699,1746,2607,2,11398,3493.5,5215,45641
291,15410849/New-York,New-York,15410849,2001-01-01,60,0,3518.399964,RRD,PO-200287,2016-09-22,USD,5743,1746,2607,2,11486,3493.5,5215,45729
292,15410849/New-York,New-York,15410849,2001-01-01,40,0,2345.599976,RRD,PO-200289,2016-09-28,USD,5749,1746,2607,2,11498,3493.5,5215,45741
293,15410849/New-York,New-York,15410849,2001-01-01,40,0,2345.599976,RRD,PO-200297,2016-10-19,USD,5770,1746,2607,2,11540,3493.5,5215,45783
294,15410849/Chicago,Chicago,15410849,2015-05-08,16,16,938.2399903999999,RRD,102195,2015-05-27,USD,19,1746,2607,2,38,3493.5,5215,34281
295,15410849/Chicago,Chicago,15410849,2015-12-22,20,20,1172.799988,RRD,PO-200044,2015-10-30,USD,53,1746,2607,2,106,3493.5,5215,34349
296,15410849/Chicago,Chicago,15410849,2016-11-03,30,30,1759.199982,RRD,PO-200100,2016-11-01,USD,2,1746,2607,2,4,3493.5,5215,34247
297,15410849/Chicago,Chicago,15410849,2016-04-13,20,20,1172.799988,RRD,PO-200133,2016-11-02,USD,203,1746,2607,2,406,3493.5,5215,34649
298,15410849/Chicago,Chicago,15410849,2016-12-05,24,24,1407.359986,RRD,PO-200166,2016-03-23,USD,257,1746,2607,2,514,3493.5,5215,34757
299,15410849/Chicago,Chicago,15410849,2016-07-06,36,36,2111.0399780000002,RRD,PO-200189,2016-04-13,USD,84,1746,2607,2,168,3493.5,5215,34411
300,15410849/Chicago,Chicago,15410849,2001-01-01,18,0,1055.5199890000001,RRD,PO-200290,2016-09-28,USD,5749,1746,2607,2,11498,3493.5,5215,45741
301,15410849/Chicago,Chicago,15410849,2001-01-01,20,0,1172.799988,RRD,PO-200298,2016-10-20,USD,5771,1746,2607,2,11542,3493.5,5215,45785
302,13498766/Los Angeles,Los Angeles,13498766,2015-05-08,36,36,666.0,Logipro,102196,2015-05-27,EUR,19,943,2056,2,38,1886.9230769230767,4112,32589
303,13498766/Los Angeles,Los Angeles,13498766,2016-06-21,30,30,555.0,Logipro,PO-200069,2015-11-25,EUR,209,943,2056,2,418,1886.9230769230767,4112,32969
304,13498766/Los Angeles,Los Angeles,13498766,2016-06-20,60,60,1110.0,Logipro,PO-200081,2015-10-12,EUR,252,943,2056,2,504,1886.9230769230767,4112,33055
305,13498766/Los Angeles,Los Angeles,13498766,2016-12-09,30,0,555.0,Logipro,PO-200236,2016-07-13,EUR,149,943,2056,2,298,1886.9230769230767,4112,32849
306,13498766/Los Angeles,Los Angeles,13498766,2001-01-01,30,0,555.0,Logipro,PO-200292,2016-04-10,EUR,5578,943,2056,2,11156,1886.9230769230767,4112,43707
307,13498766/New-York,New-York,13498766,2015-05-08,36,36,666.0,Logipro,102197,2015-05-27,EUR,19,943,2056,2,38,1886.9230769230767,4112,32589
308,13498766/New-York,New-York,13498766,2015-05-10,50,50,925.0,Logipro,PO-200006,2015-03-08,EUR,63,943,2056,2,126,1886.9230769230767,4112,32677
309,13498766/New-York,New-York,13498766,2015-10-30,60,60,1110.0,Logipro,PO-200019,2015-09-09,EUR,51,943,2056,2,102,1886.9230769230767,4112,32653
310,13498766/New-York,New-York,13498766,2015-10-29,60,60,1110.0,Logipro,PO-200023,2015-09-15,EUR,44,943,2056,2,88,1886.9230769230767,4112,32639
311,13498766/New-York,New-York,13498766,2015-12-31,80,80,1480.0,Logipro,PO-200034,2015-10-22,EUR,70,943,2056,2,140,1886.9230769230767,4112,32691
312,13498766/New-York,New-York,13498766,2016-01-20,40,40,740.0,Logipro,PO-200051,2015-12-11,EUR,40,943,2056,2,80,1886.9230769230767,4112,32631
313,13498766/New-York,New-York,13498766,2016-01-18,40,40,740.0,Logipro,PO-200059,2015-11-18,EUR,61,943,2056,2,122,1886.9230769230767,4112,32673
314,13498766/New-York,New-York,13498766,2016-02-18,80,80,1480.0,Logipro,PO-200083,2015-12-15,EUR,65,943,2056,2,130,1886.9230769230767,4112,32681
315,13498766/New-York,New-York,13498766,2016-05-04,160,160,2960.0,Logipro,PO-200112,2016-01-20,EUR,105,943,2056,2,210,1886.9230769230767,4112,32761
316,13498766/New-York,New-York,13498766,2016-06-17,40,40,740.0,Logipro,PO-200191,2016-04-19,EUR,59,943,2056,2,118,1886.9230769230767,4112,32669
317,13498766/New-York,New-York,13498766,2016-06-21,60,60,1110.0,Logipro,PO-200196,2016-04-25,EUR,57,943,2056,2,114,1886.9230769230767,4112,32665
318,13498766/New-York,New-York,13498766,2016-11-08,80,80,1480.0,Logipro,PO-200229,2016-06-17,EUR,144,943,2056,2,288,1886.9230769230767,4112,32839
319,13498766/New-York,New-York,13498766,2016-10-19,60,0,1110.0,Logipro,PO-200273,2016-08-25,EUR,55,943,2056,2,110,1886.9230769230767,4112,32661
320,13498766/New-York,New-York,13498766,2001-01-01,24,0,444.0,Logipro,PO-200293,2016-04-10,EUR,5578,943,2056,2,11156,1886.9230769230767,4112,43707
321,13498766/New-York,New-York,13498766,2001-01-01,100,0,1850.0,Logipro,PO-200296,2016-10-17,EUR,5768,943,2056,2,11536,1886.9230769230767,4112,44087
322,13498766/Chicago,Chicago,13498766,2015-05-08,36,36,666.0,Logipro,102195,2015-05-27,EUR,19,943,2056,2,38,1886.9230769230767,4112,32589
323,13498766/Chicago,Chicago,13498766,2015-12-22,40,40,740.0,Logipro,PO-200044,2015-10-30,EUR,53,943,2056,2,106,1886.9230769230767,4112,32657
324,13498766/Chicago,Chicago,13498766,2016-01-28,80,80,1480.0,Logipro,PO-200085,2015-12-17,EUR,42,943,2056,2,84,1886.9230769230767,4112,32635
325,13498766/Chicago,Chicago,13498766,2016-12-05,80,80,1480.0,Logipro,PO-200166,2016-03-23,EUR,257,943,2056,2,514,1886.9230769230767,4112,33065
326,13498766/Chicago,Chicago,13498766,2016-07-29,60,60,1110.0,Logipro,PO-200217,2016-07-06,EUR,23,943,2056,2,46,1886.9230769230767,4112,32597
327,13498766/Chicago,Chicago,13498766,2001-01-01,28,0,518.0,Logipro,PO-200291,2016-09-29,EUR,5750,943,2056,2,11500,1886.9230769230767,4112,44051
328,10592438/Los Angeles,Los Angeles,10592438,2016-07-29,36,36,123.84000220000001,Logipro,PO-200243,2016-07-26,EUR,3,783,1940,2,6,1566.5,3881,37491
329,10592438/New-York,New-York,10592438,2015-05-10,40,40,137.6000024,Logipro,PO-200006,2015-03-08,EUR,63,783,1940,2,126,1566.5,3881,37611
330,10592438/New-York,New-York,10592438,2016-12-02,20,20,68.8000012,Logipro,PO-200087,2015-12-17,EUR,351,783,1940,2,702,1566.5,3881,38187
331,10592438/New-York,New-York,10592438,2016-11-08,20,20,68.8000012,Logipro,PO-200230,2016-06-21,EUR,140,783,1940,2,280,1566.5,3881,37765
332,10592438/New-York,New-York,10592438,2001-01-01,20,0,68.8000012,Logipro,PO-200293,2016-04-10,EUR,5578,783,1940,2,11156,1566.5,3881,48641
